"subject" "activity" "signal" "axial" "mean" "std"
"74" "1" "sitting" "fBodyAcc" "Y" -0.944084550425532 -0.917275006382979
"75" "1" "sitting" "fBodyAcc" "Z" -0.959184889148936 -0.934469558085106
"76" "1" "sitting" "fBodyAccJerk" "X" -0.986597022553191 -0.987492994468085
"77" "1" "sitting" "fBodyAccJerk" "Y" -0.981579467021277 -0.982513909574468
"78" "1" "sitting" "fBodyAccJerk" "Z" -0.986053092340425 -0.988339184893617
"79" "1" "sitting" "fBodyGyro" "X" -0.976161464042553 -0.977904227021277
"80" "1" "sitting" "fBodyGyro" "Y" -0.975838585319149 -0.962345042553192
"81" "1" "sitting" "fBodyGyro" "Z" -0.951315544468085 -0.94391784106383
"82" "1" "sitting" "tBodyAcc" "X" 0.261237565425532 -0.977229008297872
"83" "1" "sitting" "tBodyAcc" "Y" -0.00130828765170213 -0.922618641914894
"84" "1" "sitting" "tBodyAcc" "Z" -0.104544182255319 -0.93958629106383
"85" "1" "sitting" "tBodyAccJerk" "X" 0.0774825199574468 -0.986430711276596
"86" "1" "sitting" "tBodyAccJerk" "Y" -0.000619102785106384 -0.981371965319149
"87" "1" "sitting" "tBodyAccJerk" "Z" -0.00336779235021277 -0.987910804468085
"88" "1" "sitting" "tBodyGyro" "X" -0.045350056512766 -0.977211283191489
"89" "1" "sitting" "tBodyGyro" "Y" -0.0919241549361702 -0.966473895319149
"90" "1" "sitting" "tBodyGyro" "Z" 0.0629313811914894 -0.941425920851064
"91" "1" "sitting" "tBodyGyroJerk" "X" -0.0936793807234043 -0.99173159212766
"92" "1" "sitting" "tBodyGyroJerk" "Y" -0.0402118124255319 -0.989518068510638
"93" "1" "sitting" "tBodyGyroJerk" "Z" -0.046702627 -0.987935806382979
"94" "1" "sitting" "tGravityAcc" "X" 0.831509933404255 -0.968457145744681
"95" "1" "sitting" "tGravityAcc" "Y" 0.204411592680851 -0.935517055957447
"96" "1" "sitting" "tGravityAcc" "Z" 0.332043702765957 -0.949040933191489
"97" "1" "standing" "fBodyAcc" "X" -0.995249932641509 -0.99602834509434
"98" "1" "standing" "fBodyAcc" "Y" -0.977070847735849 -0.972293102075472
"99" "1" "standing" "fBodyAcc" "Z" -0.985297098679245 -0.977937259622642
"100" "1" "standing" "fBodyAccJerk" "X" -0.994630797358491 -0.995073759245283
"101" "1" "standing" "fBodyAccJerk" "Y" -0.985418704528302 -0.987018226792453
"102" "1" "standing" "fBodyAccJerk" "Z" -0.990752166037736 -0.992349818113208
"103" "1" "standing" "fBodyGyro" "X" -0.986386786037736 -0.987497128679245
"104" "1" "standing" "fBodyGyro" "Y" -0.988984455849057 -0.987107727735849
"105" "1" "standing" "fBodyGyro" "Z" -0.980773122830189 -0.98234533
"106" "1" "standing" "tBodyAcc" "X" 0.278917629056604 -0.995759901509434
"107" "1" "standing" "tBodyAcc" "Y" -0.0161375901037736 -0.973190056415094
"108" "1" "standing" "tBodyAcc" "Z" -0.110601817735849 -0.979775876981132
"109" "1" "standing" "tBodyAccJerk" "X" 0.0753766542264151 -0.994604542264151
"110" "1" "standing" "tBodyAccJerk" "Y" 0.00797573092830189 -0.98564873245283
"111" "1" "standing" "tBodyAccJerk" "Z" -0.00368524954709434 -0.992251177358491
"112" "1" "standing" "tBodyGyro" "X" -0.0239877347979245 -0.987191946603774
"113" "1" "standing" "tBodyGyro" "Y" -0.0593972209811321 -0.98773444
"114" "1" "standing" "tBodyGyro" "Z" 0.074800751 -0.980645626981132
"115" "1" "standing" "tBodyGyroJerk" "X" -0.0996092129056604 -0.992945106981132
"116" "1" "standing" "tBodyGyroJerk" "Y" -0.0440627877924528 -0.995137917358491
"117" "1" "standing" "tBodyGyroJerk" "Z" -0.0489505466716981 -0.992108467169811
"118" "1" "standing" "tGravityAcc" "X" 0.942952000377358 -0.99376298509434
"119" "1" "standing" "tGravityAcc" "Y" -0.272983832264151 -0.981225957924528
"120" "1" "standing" "tGravityAcc" "Z" 0.0134905823226415 -0.976324063584906
"121" "1" "laying" "fBodyAcc" "X" -0.9390990524 -0.9244374346
"122" "1" "laying" "fBodyAcc" "Y" -0.86706520518 -0.8336255561
"123" "1" "laying" "fBodyAcc" "Z" -0.8826668762 -0.81289155944
"124" "1" "laying" "fBodyAccJerk" "X" -0.9570738838 -0.9641607086
"125" "1" "laying" "fBodyAccJerk" "Y" -0.9224626098 -0.9322178704
"126" "1" "laying" "fBodyAccJerk" "Z" -0.9480609042 -0.9605869872
"127" "1" "laying" "fBodyGyro" "X" -0.850249174586 -0.8822964508
"128" "1" "laying" "fBodyGyro" "Y" -0.9521914948 -0.9512320494
"129" "1" "laying" "fBodyGyro" "Z" -0.909302721 -0.9165825082
"130" "1" "laying" "tBodyAcc" "X" 0.22159824394 -0.9280564692
"131" "1" "laying" "tBodyAcc" "Y" -0.0405139534294 -0.83682740562
"132" "1" "laying" "tBodyAcc" "Z" -0.11320355358 -0.826061401628
"133" "1" "laying" "tBodyAccJerk" "X" 0.0810865342 -0.958482112
"134" "1" "laying" "tBodyAccJerk" "Y" 0.0038382040088 -0.9241492736
"135" "1" "laying" "tBodyAccJerk" "Z" 0.010834236361 -0.9548551108
"136" "1" "laying" "tBodyGyro" "X" -0.016553093978 -0.87354386782
"137" "1" "laying" "tBodyGyro" "Y" -0.064486124088 -0.9510904402
"138" "1" "laying" "tBodyGyro" "Z" 0.14868943626 -0.9082846626
"139" "1" "laying" "tBodyGyroJerk" "X" -0.107270949192 -0.9186085208
"140" "1" "laying" "tBodyGyroJerk" "Y" -0.04151728689 -0.9679072436
"141" "1" "laying" "tBodyGyroJerk" "Z" -0.0740501211 -0.9577901596
"142" "1" "laying" "tGravityAcc" "X" -0.24888179828 -0.8968300184
"143" "1" "laying" "tGravityAcc" "Y" 0.70554977346 -0.90772000676
"144" "1" "laying" "tGravityAcc" "Z" 0.4458177198 -0.85236629022
"145" "2" "Walking" "fBodyAcc" "X" -0.346048161016949 -0.457651383728814
"146" "2" "Walking" "fBodyAcc" "Y" -0.0219048103322034 -0.16921968620339
"147" "2" "Walking" "fBodyAcc" "Z" -0.453806369830508 -0.455222146440678
"148" "2" "Walking" "fBodyAccJerk" "X" -0.304615322881356 -0.31431306340678
"149" "2" "Walking" "fBodyAccJerk" "Y" -0.0787640836610169 -0.0153329520084746
"150" "2" "Walking" "fBodyAccJerk" "Z" -0.554956709661017 -0.615898188474576
"151" "2" "Walking" "fBodyGyro" "X" -0.429713536101695 -0.604053019152542
"152" "2" "Walking" "fBodyGyro" "Y" -0.55477211220339 -0.533046952542373
"153" "2" "Walking" "fBodyGyro" "Z" -0.396659907457627 -0.559856635084746
"154" "2" "Walking" "tBodyAcc" "X" 0.276426586440678 -0.423642838474576
"155" "2" "Walking" "tBodyAcc" "Y" -0.0185949199145763 -0.0780912533118644
"156" "2" "Walking" "tBodyAcc" "Z" -0.105500357966102 -0.425257524915254
"157" "2" "Walking" "tBodyAccJerk" "X" 0.0618080696279661 -0.277530462620339
"158" "2" "Walking" "tBodyAccJerk" "Y" 0.0182492679288136 -0.0166022362847458
"159" "2" "Walking" "tBodyAccJerk" "Z" 0.00789533706610169 -0.586090418983051
"160" "2" "Walking" "tBodyGyro" "X" -0.0530258157347458 -0.561550255762712
"161" "2" "Walking" "tBodyGyro" "Y" -0.0482382316949153 -0.53845366779661
"162" "2" "Walking" "tBodyGyro" "Z" 0.0828336633220339 -0.481085535084746
"163" "2" "Walking" "tBodyGyroJerk" "X" -0.0818833429152542 -0.389549831525424
"164" "2" "Walking" "tBodyGyroJerk" "Y" -0.0538299449067797 -0.634140436101695
"165" "2" "Walking" "tBodyGyroJerk" "Z" -0.0514939156830508 -0.435492677288136
"166" "2" "Walking" "tGravityAcc" "X" 0.91301733338983 -0.972693201355932
"167" "2" "Walking" "tGravityAcc" "Y" -0.34660709 -0.972116879661017
"168" "2" "Walking" "tGravityAcc" "Z" 0.0847270871186441 -0.972072847627119
"169" "2" "Walking_upstairs" "fBodyAcc" "X" -0.266720933270833 -0.320582414375
"170" "2" "Walking_upstairs" "fBodyAcc" "Y" 0.00992445881854167 0.0848802791083333
"171" "2" "Walking_upstairs" "fBodyAcc" "Z" -0.281001986202083 -0.09454497643125
"172" "2" "Walking_upstairs" "fBodyAccJerk" "X" -0.258639439729167 -0.365415441458333
"173" "2" "Walking_upstairs" "fBodyAccJerk" "Y" -0.1878421317125 -0.243554146666667
"174" "2" "Walking_upstairs" "fBodyAccJerk" "Z" -0.522728063333333 -0.625090981458333
"175" "2" "Walking_upstairs" "fBodyGyro" "X" -0.331643577458333 -0.476358845625
"176" "2" "Walking_upstairs" "fBodyGyro" "Y" -0.488086123958333 -0.459758488958333
"177" "2" "Walking_upstairs" "fBodyGyro" "Z" -0.248601122 -0.218072471479167
"178" "2" "Walking_upstairs" "tBodyAcc" "X" 0.247164790395833 -0.304376406458333
"179" "2" "Walking_upstairs" "tBodyAcc" "Y" -0.0214121132045833 0.108027279889583
"180" "2" "Walking_upstairs" "tBodyAcc" "Z" -0.152513899520833 -0.112121021220833
"181" "2" "Walking_upstairs" "tBodyAccJerk" "X" 0.0744507839572917 -0.276121886479167
"182" "2" "Walking_upstairs" "tBodyAccJerk" "Y" -0.00970985514333333 -0.185648954220833
"183" "2" "Walking_upstairs" "tBodyAccJerk" "Z" 0.01948143925 -0.5737463525
"184" "2" "Walking_upstairs" "tBodyGyro" "X" -0.0576912634583333 -0.439253058958333
"185" "2" "Walking_upstairs" "tBodyGyro" "Y" -0.0320883097395833 -0.466298336666667
"186" "2" "Walking_upstairs" "tBodyGyro" "Z" 0.0688374021666667 -0.163995791679167
"187" "2" "Walking_upstairs" "tBodyGyroJerk" "X" -0.0828858001333333 -0.464854363125
"188" "2" "Walking_upstairs" "tBodyGyroJerk" "Y" -0.0424053708458333 -0.645491337708333
"189" "2" "Walking_upstairs" "tBodyGyroJerk" "Z" -0.0445157481625 -0.467595961041667
"190" "2" "Walking_upstairs" "tGravityAcc" "X" 0.790717418541667 -0.934407739791667
"191" "2" "Walking_upstairs" "tGravityAcc" "Y" -0.416214890416667 -0.92376745375
"192" "2" "Walking_upstairs" "tGravityAcc" "Z" -0.195888238891667 -0.878004056875
"193" "2" "Walking_downstairs" "fBodyAcc" "X" 0.112841160325532 0.0161046198595745
"194" "2" "Walking_downstairs" "fBodyAcc" "Y" 0.278345041765957 0.171973972957447
"195" "2" "Walking_downstairs" "fBodyAcc" "Z" -0.131290772 -0.162032894287234
"196" "2" "Walking_downstairs" "fBodyAccJerk" "X" 0.138120681087234 0.0499590624829787
"197" "2" "Walking_downstairs" "fBodyAccJerk" "Y" 0.0962091607617021 0.0808333491276596
"198" "2" "Walking_downstairs" "fBodyAccJerk" "Z" -0.271498721106383 -0.408227423191489
"199" "2" "Walking_downstairs" "fBodyGyro" "X" -0.145775970406383 -0.379436674361702
"200" "2" "Walking_downstairs" "fBodyGyro" "Y" -0.361913824 -0.458732747446809
"201" "2" "Walking_downstairs" "fBodyGyro" "Z" -0.0874944736085106 -0.422987665106383
"202" "2" "Walking_downstairs" "tBodyAcc" "X" 0.27761534806383 0.0463666814446808
"203" "2" "Walking_downstairs" "tBodyAcc" "Y" -0.0226614158361702 0.262881788951064
"204" "2" "Walking_downstairs" "tBodyAcc" "Z" -0.116812942382979 -0.10283790806383
"205" "2" "Walking_downstairs" "tBodyAccJerk" "X" 0.110040615569574 0.147249143238298
"206" "2" "Walking_downstairs" "tBodyAccJerk" "Y" -0.00327959081489362 0.126828014557447
"207" "2" "Walking_downstairs" "tBodyAccJerk" "Z" -0.0209351677765957 -0.340122023191489
"208" "2" "Walking_downstairs" "tBodyGyro" "X" -0.11594735287234 -0.320789230008511
"209" "2" "Walking_downstairs" "tBodyGyro" "Y" -0.00482329231914894 -0.415739144893617
"210" "2" "Walking_downstairs" "tBodyGyro" "Z" 0.097173808906383 -0.279418388042553
"211" "2" "Walking_downstairs" "tBodyGyroJerk" "X" -0.0581038498510638 -0.243940592553192
"212" "2" "Walking_downstairs" "tBodyGyroJerk" "Y" -0.0421470257531915 -0.469396701106383
"213" "2" "Walking_downstairs" "tBodyGyroJerk" "Z" -0.0710229816893617 -0.218266318606383
"214" "2" "Walking_downstairs" "tGravityAcc" "X" 0.861831345531915 -0.940361759574468
"215" "2" "Walking_downstairs" "tGravityAcc" "Y" -0.325780100638298 -0.940068525531915
"216" "2" "Walking_downstairs" "tGravityAcc" "Z" -0.0438890162723404 -0.931438313191489
"217" "2" "sitting" "fBodyAcc" "X" -0.985803840652174 -0.98736209
"218" "2" "sitting" "fBodyAcc" "Y" -0.957343498478261 -0.950073754130435
"219" "2" "sitting" "fBodyAcc" "Z" -0.970162172608696 -0.956862864130435
"220" "2" "sitting" "fBodyAccJerk" "X" -0.987848793695652 -0.989459107391304
"221" "2" "sitting" "fBodyAccJerk" "Y" -0.977139702826087 -0.980804228478261
"222" "2" "sitting" "fBodyAccJerk" "Z" -0.985129050217391 -0.988570804130435
"223" "2" "sitting" "fBodyGyro" "X" -0.982621389565217 -0.986808501521739
"224" "2" "sitting" "fBodyGyro" "Y" -0.982100923695652 -0.977356188695652
"225" "2" "sitting" "fBodyGyro" "Z" -0.959814822391304 -0.963522659782609
"226" "2" "sitting" "tBodyAcc" "X" 0.27708735173913 -0.986822279565217
"227" "2" "sitting" "tBodyAcc" "Y" -0.0156879937282609 -0.950704499130435
"228" "2" "sitting" "tBodyAcc" "Z" -0.109218272456522 -0.95982817173913
"229" "2" "sitting" "tBodyAccJerk" "X" 0.0722564387173913 -0.988055854130435
"230" "2" "sitting" "tBodyAccJerk" "Y" 0.0116954511323913 -0.977983955434783
"231" "2" "sitting" "tBodyAccJerk" "Z" 0.00760546929869565 -0.98751821173913
"232" "2" "sitting" "tBodyGyro" "X" -0.0454706620434783 -0.985742027826087
"233" "2" "sitting" "tBodyGyro" "Y" -0.0599286797043478 -0.978919526956522
"234" "2" "sitting" "tBodyGyro" "Z" 0.0412277462173913 -0.959803708695652
"235" "2" "sitting" "tBodyGyroJerk" "X" -0.0936328412826087 -0.989709023043478
"236" "2" "sitting" "tBodyGyroJerk" "Y" -0.0415602029130435 -0.990889614782609
"237" "2" "sitting" "tBodyGyroJerk" "Z" -0.04358509665 -0.985542325652174
"238" "2" "sitting" "tGravityAcc" "X" 0.940477273043478 -0.979988760869565
"239" "2" "sitting" "tGravityAcc" "Y" -0.105630024498783 -0.956750273043478
"240" "2" "sitting" "tGravityAcc" "Z" 0.19872676876087 -0.954415873043478
"241" "2" "standing" "fBodyAcc" "X" -0.983946739814815 -0.989056469814815
"242" "2" "standing" "fBodyAcc" "Y" -0.959871697407407 -0.957908842222222
"243" "2" "standing" "fBodyAcc" "Z" -0.962471195740741 -0.946433583518518
"244" "2" "standing" "fBodyAccJerk" "X" -0.980973241666667 -0.983007923703704
"245" "2" "standing" "fBodyAccJerk" "Y" -0.970851337962963 -0.973520241111111
"246" "2" "standing" "fBodyAccJerk" "Z" -0.979775152037037 -0.984599905185185
"247" "2" "standing" "fBodyGyro" "X" -0.967037112037037 -0.97498812462963
"248" "2" "standing" "fBodyGyro" "Y" -0.972576152962963 -0.97103605037037
"249" "2" "standing" "fBodyGyro" "Z" -0.960627696111111 -0.969754295740741
"250" "2" "standing" "tBodyAcc" "X" 0.277911472222222 -0.987271889259259
"251" "2" "standing" "tBodyAcc" "Y" -0.0184208270166667 -0.957304989259259
"252" "2" "standing" "tBodyAcc" "Z" -0.105908536055556 -0.949741851296296
"253" "2" "standing" "tBodyAccJerk" "X" 0.0747588597592593 -0.981085715555556
"254" "2" "standing" "tBodyAccJerk" "Y" 0.0103291774794444 -0.97105943962963
"255" "2" "standing" "tBodyAccJerk" "Z" -0.00837158846722222 -0.982841446481482
"256" "2" "standing" "tBodyGyro" "X" -0.0238623875712963 -0.972998629814815
"257" "2" "standing" "tBodyGyro" "Y" -0.0820396577592593 -0.971441996481481
"258" "2" "standing" "tBodyGyro" "Z" 0.0878351695481481 -0.964856701851852
"259" "2" "standing" "tBodyGyroJerk" "X" -0.105562157888889 -0.979324000740741
"260" "2" "standing" "tBodyGyroJerk" "Y" -0.042241953537037 -0.983447258518519
"261" "2" "standing" "tBodyGyroJerk" "Z" -0.0546539479425926 -0.973610118333333
"262" "2" "standing" "tGravityAcc" "X" 0.896928566851852 -0.986685818703704
"263" "2" "standing" "tGravityAcc" "Y" -0.370062696851852 -0.97419442037037
"264" "2" "standing" "tGravityAcc" "Z" 0.129747161222222 -0.945927078703704
"265" "2" "laying" "fBodyAcc" "X" -0.976725059791667 -0.973246482083333
"266" "2" "laying" "fBodyAcc" "Y" -0.979800877916667 -0.981025105625
"267" "2" "laying" "fBodyAcc" "Z" -0.984380981875 -0.984792185
"268" "2" "laying" "fBodyAccJerk" "X" -0.985813630833333 -0.987250255833333
"269" "2" "laying" "fBodyAccJerk" "Y" -0.982768250416667 -0.984987392916667
"270" "2" "laying" "fBodyAccJerk" "Z" -0.986197134583333 -0.989345368541667
"271" "2" "laying" "fBodyGyro" "X" -0.9864311425 -0.988860685833333
"272" "2" "laying" "fBodyGyro" "Y" -0.983321635416667 -0.981910616458333
"273" "2" "laying" "fBodyGyro" "Z" -0.9626718875 -0.963174222291667
"274" "2" "laying" "tBodyAcc" "X" 0.281373403958333 -0.974059464791667
"275" "2" "laying" "tBodyAcc" "Y" -0.0181587397583333 -0.98027739875
"276" "2" "laying" "tBodyAcc" "Z" -0.107245610416667 -0.984233296875
"277" "2" "laying" "tBodyAccJerk" "X" 0.0825972511666667 -0.98587216875
"278" "2" "laying" "tBodyAccJerk" "Y" 0.012254788451875 -0.98317254125
"279" "2" "laying" "tBodyAccJerk" "Z" -0.00180264895625 -0.988442014375
"280" "2" "laying" "tBodyGyro" "X" -0.01847660675 -0.988275232916667
"281" "2" "laying" "tBodyGyro" "Y" -0.111800824583333 -0.982291608958333
"282" "2" "laying" "tBodyGyro" "Z" 0.144882846104167 -0.960306560416667
"283" "2" "laying" "tBodyGyroJerk" "X" -0.101974134208333 -0.993235849166667
"284" "2" "laying" "tBodyGyroJerk" "Y" -0.0358590176083333 -0.989567537916667
"285" "2" "laying" "tBodyGyroJerk" "Z" -0.0701783020833333 -0.98803582125
"286" "2" "laying" "tGravityAcc" "X" -0.509754238125 -0.959014441458333
"287" "2" "laying" "tGravityAcc" "Y" 0.752536639375 -0.988211865208333
"288" "2" "laying" "tGravityAcc" "Z" 0.646834879583333 -0.984230418125
"289" "3" "Walking" "fBodyAcc" "X" -0.316614011689655 -0.379276781206897
"290" "3" "Walking" "fBodyAcc" "Y" -0.0813024353275862 -0.124030832001724
"291" "3" "Walking" "fBodyAcc" "Z" -0.412374074482759 -0.422998473965517
"292" "3" "Walking" "fBodyAccJerk" "X" -0.304694442551724 -0.296596633103448
"293" "3" "Walking" "fBodyAccJerk" "Y" -0.140508590224138 -0.00561498755362069
"294" "3" "Walking" "fBodyAccJerk" "Z" -0.514137255344828 -0.543529108103448
"295" "3" "Walking" "fBodyGyro" "X" -0.437845763793103 -0.615121369827586
"296" "3" "Walking" "fBodyGyro" "Y" -0.561526265344828 -0.568888673448276
"297" "3" "Walking" "fBodyGyro" "Z" -0.418126217413793 -0.545896388103448
"298" "3" "Walking" "tBodyAcc" "X" 0.275567462068966 -0.360356726034483
"299" "3" "Walking" "tBodyAcc" "Y" -0.0171767844203448 -0.0699140652103448
"300" "3" "Walking" "tBodyAcc" "Z" -0.112674859827586 -0.387411994310345
"301" "3" "Walking" "tBodyAccJerk" "X" 0.0814745882660345 -0.26867964387931
"302" "3" "Walking" "tBodyAccJerk" "Y" 0.0100591485 -0.0449619594258621
"303" "3" "Walking" "tBodyAccJerk" "Z" -0.00562264594827586 -0.52948611637931
"304" "3" "Walking" "tBodyGyro" "X" -0.0256405192517241 -0.571869560172414
"305" "3" "Walking" "tBodyGyro" "Y" -0.0779150937413793 -0.563793260172414
"306" "3" "Walking" "tBodyGyro" "Z" 0.0813485942827586 -0.476696411551724
"307" "3" "Walking" "tBodyGyroJerk" "X" -0.0952398165017241 -0.385922986034483
"308" "3" "Walking" "tBodyGyroJerk" "Y" -0.0387874651724138 -0.639087984137931
"309" "3" "Walking" "tBodyGyroJerk" "Z" -0.0503616100815517 -0.536664080344828
"310" "3" "Walking" "tGravityAcc" "X" 0.936506743275862 -0.97777159137931
"311" "3" "Walking" "tGravityAcc" "Y" -0.261986357931034 -0.962355639482759
"312" "3" "Walking" "tGravityAcc" "Z" -0.138107866258621 -0.952091795
"313" "3" "Walking_upstairs" "fBodyAcc" "X" -0.392004211474576 -0.285333024050847
"314" "3" "Walking_upstairs" "fBodyAcc" "Y" -0.0788094156644068 -0.00803987529661017
"315" "3" "Walking_upstairs" "fBodyAcc" "Z" -0.504494528474576 -0.350797226271186
"316" "3" "Walking_upstairs" "fBodyAccJerk" "X" -0.478434306271186 -0.486446509661017
"317" "3" "Walking_upstairs" "fBodyAccJerk" "Y" -0.283772547471017 -0.268191523644068
